   1    0.000000E+00    0.100000E+01   -0.575944E-16
   2    0.000000E+00    0.100000E+01   -0.287972E-16
   3    0.000000E+00    0.100000E+01   -0.575944E-16
   4    0.000000E+00    0.100000E+01   -0.863916E-16
   5    0.000000E+00    0.100000E+01   -0.575944E-16
   6    0.000000E+00    0.100000E+01    0.000000E+00
   7    0.000000E+00    0.100000E+01    0.000000E+00
   8    0.000000E+00    0.100000E+01   -0.575944E-16
   9    0.000000E+00    0.100000E+01   -0.575944E-16
  10    0.000000E+00    0.000000E+00    0.000000E+00
  11    0.000000E+00    0.000000E+00    0.575944E-16
  12    0.000000E+00    0.000000E+00    0.000000E+00
  13    0.000000E+00    0.000000E+00    0.287972E-16
  14    0.000000E+00    0.000000E+00    0.000000E+00
  15    0.000000E+00    0.000000E+00    0.575944E-16
  16    0.000000E+00    0.000000E+00    0.575944E-16
  17    0.000000E+00    0.000000E+00    0.000000E+00
  18    0.000000E+00    0.000000E+00   -0.287972E-16
  19    0.000000E+00    0.000000E+00    0.287972E-16
  20    0.000000E+00    0.000000E+00   -0.287972E-16
  21    0.000000E+00    0.000000E+00   -0.405349E-16
  22    0.000000E+00    0.000000E+00   -0.143725E-15
  23    0.000000E+00    0.000000E+00   -0.269577E-16
  24    0.000000E+00    0.000000E+00   -0.725538E-16
  25    0.000000E+00    0.000000E+00   -0.277791E-16
  26    0.000000E+00    0.000000E+00   -0.156948E-15
  27    0.000000E+00    0.000000E+00   -0.115572E-15
  28    0.000000E+00    0.000000E+00   -0.707976E-16
  29    0.000000E+00    0.000000E+00    0.506606E-01
  30    0.000000E+00    0.000000E+00    0.101321E+00
  31    0.000000E+00    0.000000E+00    0.151982E+00
  32    0.000000E+00    0.000000E+00    0.202642E+00
  33    0.000000E+00    0.000000E+00    0.253303E+00
  34    0.000000E+00    0.000000E+00    0.303964E+00
  35    0.000000E+00    0.000000E+00    0.354624E+00
  36    0.000000E+00    0.000000E+00    0.405285E+00
  37    0.000000E+00    0.000000E+00    0.455945E+00
  38    0.000000E+00    0.000000E+00    0.506606E+00
  39    0.000000E+00    0.000000E+00    0.557267E+00
  40    0.100000E+01    0.000000E+00    0.607927E+00
  41    0.100000E+01    0.000000E+00    0.658588E+00
  42    0.100000E+01    0.000000E+00    0.709248E+00
  43    0.100000E+01    0.000000E+00    0.759909E+00
  44    0.100000E+01    0.000000E+00    0.810569E+00
  45    0.100000E+01    0.000000E+00    0.861230E+00
  46    0.100000E+01    0.000000E+00    0.911891E+00
  47    0.100000E+01    0.000000E+00    0.962551E+00
  48    0.100000E+01    0.000000E+00    0.101321E+01
  49    0.100000E+01    0.000000E+00    0.962551E+00
  50    0.100000E+01    0.000000E+00    0.911891E+00
  51    0.100000E+01    0.000000E+00    0.861230E+00
  52    0.100000E+01    0.000000E+00    0.810569E+00
  53    0.100000E+01    0.000000E+00    0.759909E+00
  54    0.100000E+01    0.000000E+00    0.709248E+00
  55    0.100000E+01    0.000000E+00    0.658588E+00
  56    0.100000E+01    0.000000E+00    0.607927E+00
  57    0.100000E+01    0.000000E+00    0.557267E+00
  58    0.100000E+01    0.000000E+00    0.506606E+00
  59    0.100000E+01    0.000000E+00    0.455945E+00
  60    0.000000E+00    0.000000E+00    0.405285E+00
  61    0.000000E+00    0.000000E+00    0.354624E+00
  62    0.000000E+00    0.000000E+00    0.303964E+00
  63    0.000000E+00    0.000000E+00    0.253303E+00
  64    0.000000E+00    0.000000E+00    0.202642E+00
  65    0.000000E+00    0.000000E+00    0.151982E+00
  66    0.000000E+00    0.000000E+00    0.101321E+00
  67    0.000000E+00    0.000000E+00    0.506606E-01
  68    0.000000E+00    0.000000E+00   -0.575944E-16
  69    0.000000E+00    0.000000E+00   -0.575944E-16
  70    0.000000E+00    0.000000E+00   -0.115189E-15
  71    0.000000E+00    0.000000E+00    0.575944E-16
  72    0.000000E+00    0.000000E+00    0.000000E+00
  73    0.000000E+00    0.000000E+00    0.000000E+00
  74    0.000000E+00    0.000000E+00    0.000000E+00
  75    0.000000E+00    0.000000E+00   -0.575944E-16
  76    0.000000E+00    0.000000E+00   -0.575944E-16
  77    0.000000E+00    0.000000E+00    0.000000E+00
  78    0.000000E+00    0.000000E+00    0.000000E+00
  79    0.000000E+00    0.000000E+00   -0.287972E-16
  80    0.000000E+00    0.000000E+00   -0.575944E-16
  81    0.000000E+00    0.000000E+00   -0.408896E-16
  82    0.000000E+00    0.000000E+00   -0.209155E-17
  83    0.000000E+00    0.000000E+00   -0.544668E-16
  84    0.000000E+00    0.000000E+00   -0.156688E-16
  85    0.000000E+00    0.000000E+00   -0.536454E-16
  86    0.000000E+00    0.000000E+00    0.111310E-16
  87    0.000000E+00    0.000000E+00   -0.302447E-16
  88    0.000000E+00    0.000000E+00   -0.106269E-16
  89    0.000000E+00    0.000000E+00   -0.683934E-16
  90    0.000000E+00    0.100000E+01   -0.719930E-17
  91    0.000000E+00    0.100000E+01   -0.143986E-16
  92    0.000000E+00    0.100000E+01    0.719930E-16
  93    0.000000E+00    0.100000E+01   -0.863916E-16
  94    0.000000E+00    0.100000E+01   -0.287972E-16
  95    0.000000E+00    0.100000E+01    0.000000E+00
  96    0.000000E+00    0.100000E+01   -0.575944E-16
  97    0.000000E+00    0.100000E+01   -0.287972E-16
  98    0.000000E+00    0.100000E+01   -0.115189E-15
  99    0.000000E+00    0.100000E+01   -0.575944E-16
 100    0.000000E+00    0.100000E+01   -0.115189E-15
